1779449187.413597 server started (28679): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779449187.413611 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1779449187.413615 using libevent 2.1.12-stable poll
1779449187.413617 using ncurses 6.4 20240113
1779449187.445883 cmd_find_best_session: 0 sessions to try
1779449187.445885 cmd_find_best_session: 0 sessions to try
1779449187.445887 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1779449187.445889 cmd_find_best_session: 0 sessions to try
1779449187.445891 cmdq_next <global>: [bind-key/0x5a4820da5470] (0), flags 0
1779449187.445892 cmd_find_best_session: 0 sessions to try
1779449187.445894 cmd_find_current_client: no target, return (nil)
1779449187.445896 cmd_find_best_session: 0 sessions to try
1779449187.445897 cmd_find_current_client: no target, return (nil)
1779449187.445899 cmd_find_best_session: 0 sessions to try
1779449187.445900 cmd_find_best_session: 0 sessions to try
1779449187.445903 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1779449187.445904 cmd_find_best_session: 0 sessions to try
1779449187.445906 cmdq_next <global>: [bind-key/0x5a4820da5870] (0), flags 0
1779449187.445908 cmd_find_best_session: 0 sessions to try
1779449187.445910 cmd_find_current_client: no target, return (nil)
1779449187.445911 cmd_find_best_session: 0 sessions to try
1779449187.445913 cmd_find_current_client: no target, return (nil)
1779449187.445914 cmd_find_best_session: 0 sessions to try
1779449187.445916 cmd_find_best_session: 0 sessions to try
1779449187.445918 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1779449187.445920 cmd_find_best_session: 0 sessions to try
1779449187.445922 cmdq_next <global>: [bind-key/0x5a4820da5aa0] (0), flags 0
1779449187.445924 cmd_find_best_session: 0 sessions to try
1779449187.445925 cmd_find_current_client: no target, return (nil)
1779449187.445927 cmd_find_best_session: 0 sessions to try
1779449187.445928 cmd_find_current_client: no target, return (nil)
1779449187.445930 cmd_find_best_session: 0 sessions to try
1779449187.445935 cmd_find_best_session: 0 sessions to try
1779449187.445937 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1779449187.445939 cmd_find_best_session: 0 sessions to try
1779449187.445941 cmdq_next <global>: [bind-key/0x5a4820da5d90] (0), flags 0
1779449187.445943 cmd_find_best_session: 0 sessions to try
1779449187.445944 cmd_find_current_client: no target, return (nil)
1779449187.445946 cmd_find_best_session: 0 sessions to try
1779449187.445947 cmd_find_current_client: no target, return (nil)
1779449187.445949 cmd_find_best_session: 0 sessions to try
1779449187.445951 cmd_find_best_session: 0 sessions to try
1779449187.445953 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1779449187.445955 cmd_find_best_session: 0 sessions to try
1779449187.445957 cmdq_next <global>: [bind-key/0x5a4820da61b0] (0), flags 0
1779449187.445958 cmd_find_best_session: 0 sessions to try
1779449187.445960 cmd_find_current_client: no target, return (nil)
1779449187.445962 cmd_find_best_session: 0 sessions to try
1779449187.445963 cmd_find_current_client: no target, return (nil)
1779449187.445965 cmd_find_best_session: 0 sessions to try
1779449187.445966 cmd_find_best_session: 0 sessions to try
1779449187.445969 key_bindings_add: 0x20000010e1a8 C-Up = send-keys -X scroll-up
1779449187.445971 cmd_find_best_session: 0 sessions to try
1779449187.445972 cmdq_next <global>: [bind-key/0x5a4820da6780] (0), flags 0
1779449187.445974 cmd_find_best_session: 0 sessions to try
1779449187.445976 cmd_find_current_client: no target, return (nil)
1779449187.445977 cmd_find_best_session: 0 sessions to try
1779449187.445979 cmd_find_current_client: no target, return (nil)
1779449187.445981 cmd_find_best_session: 0 sessions to try
1779449187.445982 cmd_find_best_session: 0 sessions to try
1779449187.445985 key_bindings_add: 0x20000010e1a9 C-Down = send-keys -X scroll-down
1779449187.445986 cmd_find_best_session: 0 sessions to try
1779449187.445988 cmdq_next <global>: [key_bindings_init_done/0x5a4820da64f0] (1), flags 0
1779449187.446002 cmdq_next <global>: exit (empty)
1779449187.446009 cmdq_next <global>: empty
1779449187.446054 peer 0x5a4820da7660 message 110
1779449187.446056 client 0x5a4820da6b50 IDENTIFY_STDOUT 9
1779449187.446058 peer 0x5a4820da7660 message 107
1779449187.446060 client 0x5a4820da6b50 IDENTIFY_CLIENTPID 28677
1779449187.446062 peer 0x5a4820da7660 message 105
1779449187.446064 client 0x5a4820da6b50 IDENTIFY_ENVIRON SHELL=/bin/bash
1779449187.446066 peer 0x5a4820da7660 message 105
1779449187.446068 client 0x5a4820da6b50 IDENTIFY_ENVIRON COLORTERM=truecolor
1779449187.446069 peer 0x5a4820da7660 message 105
1779449187.446071 client 0x5a4820da6b50 IDENTIFY_ENVIRON NVM_INC=/home/jan/.nvm/versions/node/v22.17.0/include/node
1779449187.446073 peer 0x5a4820da7660 message 105
1779449187.446075 client 0x5a4820da6b50 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1779449187.446077 peer 0x5a4820da7660 message 105
1779449187.446079 client 0x5a4820da6b50 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240203-110809-5046fc22
1779449187.446081 peer 0x5a4820da7660 message 105
1779449187.446083 client 0x5a4820da6b50 IDENTIFY_ENVIRON WSL_DISTRO_NAME=Ubuntu
1779449187.446084 peer 0x5a4820da7660 message 105
1779449187.446086 client 0x5a4820da6b50 IDENTIFY_ENVIRON NAME=T1JAN
1779449187.446088 peer 0x5a4820da7660 message 105
1779449187.446090 client 0x5a4820da6b50 IDENTIFY_ENVIRON PWD=/home/jan/workspace/nvim/bmcv/BMCVFirmware
1779449187.446092 peer 0x5a4820da7660 message 105
1779449187.446094 client 0x5a4820da6b50 IDENTIFY_ENVIRON LOGNAME=jan
1779449187.446095 peer 0x5a4820da7660 message 105
1779449187.446097 client 0x5a4820da6b50 IDENTIFY_ENVIRON HOME=/home/jan
1779449187.446099 peer 0x5a4820da7660 message 105
1779449187.446101 client 0x5a4820da6b50 IDENTIFY_ENVIRON LANG=C.UTF-8
1779449187.446102 peer 0x5a4820da7660 message 105
1779449187.446104 client 0x5a4820da6b50 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/10885_interop
1779449187.446107 peer 0x5a4820da7660 message 105
1779449187.446119 client 0x5a4820da6b50 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1779449187.446126 peer 0x5a4820da7660 message 105
1779449187.446128 client 0x5a4820da6b50 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1779449187.446130 peer 0x5a4820da7660 message 105
1779449187.446132 client 0x5a4820da6b50 IDENTIFY_ENVIRON NVM_DIR=/home/jan/.nvm
1779449187.446133 peer 0x5a4820da7660 message 105
1779449187.446135 client 0x5a4820da6b50 IDENTIFY_ENVIRON LESSCLOSE=/usr/bin/lesspipe %s %s
1779449187.446137 peer 0x5a4820da7660 message 105
1779449187.446139 client 0x5a4820da6b50 IDENTIFY_ENVIRON TERM=xterm-256color
1779449187.446141 peer 0x5a4820da7660 message 105
1779449187.446143 client 0x5a4820da6b50 IDENTIFY_ENVIRON LESSOPEN=| /usr/bin/lesspipe %s
1779449187.446144 peer 0x5a4820da7660 message 105
1779449187.446146 client 0x5a4820da6b50 IDENTIFY_ENVIRON USER=jan
1779449187.446148 peer 0x5a4820da7660 message 105
1779449187.446150 client 0x5a4820da6b50 IDENTIFY_ENVIRON DISPLAY=:0
1779449187.446152 peer 0x5a4820da7660 message 105
1779449187.446153 client 0x5a4820da6b50 IDENTIFY_ENVIRON SHLVL=1
1779449187.446155 peer 0x5a4820da7660 message 105
1779449187.446157 client 0x5a4820da6b50 IDENTIFY_ENVIRON NVM_CD_FLAGS=
1779449187.446159 peer 0x5a4820da7660 message 105
1779449187.446161 client 0x5a4820da6b50 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1779449187.446162 peer 0x5a4820da7660 message 105
1779449187.446164 client 0x5a4820da6b50 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.ubuntu.com 
1779449187.446166 peer 0x5a4820da7660 message 105
1779449187.446168 client 0x5a4820da6b50 IDENTIFY_ENVIRON WSLENV=TERM:COLORTERM:TERM_PROGRAM:TERM_PROGRAM_VERSION
1779449187.446170 peer 0x5a4820da7660 message 105
1779449187.446172 client 0x5a4820da6b50 IDENTIFY_ENVIRON XDG_DATA_DIRS=/usr/local/share:/usr/share:/var/lib/snapd/desktop
1779449187.446174 peer 0x5a4820da7660 message 105
1779449187.446199 client 0x5a4820da6b50 IDENTIFY_ENVIRON PATH=/home/jan/.local/bin:/home/jan/.local/bin:/home/jan/st/stm32cubeclt_1.18.0/GNU-tools-for-STM32/bin:/home/jan/.nvm/versions/node/v22.17.0/bin:/home/jan/st/stm32cubeclt_1.18.0:/home/jan/st/stm32cubeclt_1.18.0/STM32CubeProgrammer/bin:/home/jan/st/stm32cubeclt_1.18.0/STLink-gdb-server/bin:/home/jan/st/stm32cubeclt_1.18.0/CMake/bin:/home/jan/st/stm32cubeclt_1.18.0/Ninja/bin:/home/jan/st/stm32cubeclt_1.18.0/GNU-tools-for-STM32/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Program Files (x86)/STMicroelectronics/stlink_server:/mnt/c/ST/STM32CubeCLT_1.18.0:/mnt/c/ST/STM32CubeCLT_1.18.0/CMake/bin:/mnt/c/ST/STM32CubeCLT_1.18.0/Ninja/bin:/mnt/c/ST/STM32CubeCLT_1.18.0/GNU-tools-for-STM32/bin:/mnt/c/ST/STM32CubeCLT_1.18.0/STLink-gdb-server/bin:/mnt/c/ST/STM32CubeCLT_1.18.0/STM32CubeProgrammer/bin:/mnt/c/Python312/Scripts/:/mnt/c/Python312/:/mnt/c/Program Files/ImageMagick-7.1.1-Q16-HDRI:/mnt/c/Python38/Scripts/:/mnt/c/Python38/:/mnt/c/Windows/system32:/mnt/c/Windows:/mnt/c/Windows/System32/Wbem:/mnt/c/Windows/System32/WindowsPowerShell/v1.0/:/mnt/c/Windows/System32/OpenSSH/:/mnt/c/Program Files/dotnet/:/mnt/c/Program Files/Microsoft SQL Server/150/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Users/janko/AppData/Roaming/nvm:/mnt/c/Program Files/nodejs:/mnt/c/Program Files (x86)/Microsoft SQL Server/150/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/150/DTS/Binn/:/mnt/c/Program Files (x86)/Microsoft SQL Server/150/DTS/Binn/:/mnt/c/Program Files/Azure Data Studio/bin:/mnt/c/tools/bin:/mnt/c/Program Files (x86)/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/DTS/Binn/:/mnt/c/tools/gcc-arm-none-eabi-10.3-2021.10/bin:/mnt/c/ProgramData/chocolatey/bin:/mnt/c/Program Files (x86)/Microsoft Visual Studio/2022/BuildTools/VC:/mnt/c/Program Files (x86)/Microsoft Visual Studio/2022/BuildTools/MSBuild/Current/Bin:/mnt/c/ProgramData/miniconda3/condabin:/mnt/c/Program Files/Microsoft SQL Server/130/Tools/Binn/:/mnt/c/Program Files (x86)/Microsoft SQL Server/160/DTS/Binn/:/mnt/c/Program Files/OpenSSL-Win64/bin/:/mnt/c/opencv/x64/vc16/bin:/mnt/c/Program Files/CMake/bin:/mnt/c/ProgramData/chocolatey/lib/cunit/lib:/mnt/c/ProgramData/chocolatey/lib/tinyxml2/lib:/mnt/c/ProgramData/chocolatey/lib/bullet/lib:/mnt/c/Program Files/Cppcheck:/mnt/c/Program Files/Graphviz/bin:/mnt/c/Program Files (x86)/Subversion/bin:/mnt/c/Program Files/Git LFS:/mnt/c/tools/php83:/mnt/c/ProgramData/ComposerSetup/bin:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/janko/.local/bin:/mnt/c/Program Files/Mullvad VPN/resources:/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common:/mnt/c/tools/llvm/bin:/mnt/c/Program Files/usbipd-win/:/mnt/c/Program Files/Docker/Docker/resources/bin:/mnt/c/Program Files/PuTTY/:/mnt/c/Program Files/PowerToys/DSCModules/:/mnt/c/Program Files/WezTerm:/mnt/c/Users/janko/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/janko/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/janko/.dotnet/tools:/mnt/c/Users/janko/AppData/Roaming/nvm:/mnt/c/Program Files/nodejs:/mnt/c/Program Files/Azure Data Studio/bin:/mnt/c/Program Files/Mercurial/:/mnt/c/Users/janko/AppData/Roaming/Composer/vendor/bin:/mnt/c/Program Files/Neovim/bin:/mnt/c/users/janko/appdata/roaming/python/python312/scripts:/mnt/c/Users/janko/.local/bin:/mnt/c/Users/janko/.lmstudio/bin:/snap/bin:/opt/nvim-linux-x86_64/bin
1779449187.446205 peer 0x5a4820da7660 message 105
1779449187.446208 client 0x5a4820da6b50 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1779449187.446209 peer 0x5a4820da7660 message 105
1779449187.446212 client 0x5a4820da6b50 IDENTIFY_ENVIRON NVM_BIN=/home/jan/.nvm/versions/node/v22.17.0/bin
1779449187.446213 peer 0x5a4820da7660 message 105
1779449187.446215 client 0x5a4820da6b50 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1779449187.446217 peer 0x5a4820da7660 message 105
1779449187.446219 client 0x5a4820da6b50 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1779449187.446221 peer 0x5a4820da7660 message 105
1779449187.446222 client 0x5a4820da6b50 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1779449187.446224 peer 0x5a4820da7660 message 105
1779449187.446226 client 0x5a4820da6b50 IDENTIFY_ENVIRON _=/usr/bin/tmux
1779449187.446228 peer 0x5a4820da7660 message 105
1779449187.446230 client 0x5a4820da6b50 IDENTIFY_ENVIRON OLDPWD=/home/jan/workspace/nvim
1779449187.446234 peer 0x5a4820da7660 message 106
1779449187.446236 client 0x5a4820da6b50 name is /dev/pts/0
1779449187.446240 tty_resize: /dev/pts/0 now 292x55 (0x0)
1779449187.446243 cmdq_append </dev/pts/0>: [cfg_client_done/0x5a4820d40250]
1779449187.446245 cmdq_append <global>: [cfg_done/0x5a4820d9da20]
1779449187.446247 cmdq_next <global>: enter
1779449187.446249 cmdq_next <global>: [cfg_done/0x5a4820d9da20] (1), flags 0
1779449187.446252 cmdq_next <global>: exit (empty)
1779449187.446253 cmdq_next </dev/pts/0>: enter
1779449187.446255 cmdq_next </dev/pts/0>: [cfg_client_done/0x5a4820d40250] (1), flags 0
1779449187.446257 unref client 0x5a4820da6b50 (2 references)
1779449187.446259 cmdq_next </dev/pts/0>: exit (empty)
1779449187.446260 cmdq_next <global>: empty
1779449187.446262 cmdq_next </dev/pts/0>: empty
1779449187.446283 peer 0x5a4820da7660 message 200
1779449187.446285 cmd_parse_build_commands 0:0: new-session
1779449187.446288 args_parse: flags end at 1 of 1
1779449187.446290 cmd_parse_build_commands: new-session
1779449187.446292 cmdq_get_command: [new-session/0x5a4820d9e430] group 2709
1779449187.446294 cmdq_append </dev/pts/0>: [new-session/0x5a4820d9e430]
1779449187.446296 cmdq_append </dev/pts/0>: [server_client_command_done/0x5a4820d9da20]
1779449187.446298 cmdq_next <global>: empty
1779449187.446300 cmdq_next </dev/pts/0>: enter
1779449187.446302 cmdq_next </dev/pts/0>: [new-session/0x5a4820d9e430] (0), flags 0
1779449187.446304 message: /dev/pts/0 command: new-session
1779449187.446306 cmd_find_best_session: 0 sessions to try
1779449187.446308 cmd_find_current_client: no target, return (nil)
1779449187.446309 cmd_find_best_session: 0 sessions to try
1779449187.446312 cmd_find_target: target none, type session, item 0x5a4820d9e430, flags QUIET,CANFAIL
1779449187.446314 cmd_find_best_session: 0 sessions to try
1779449187.446315 cmd_find_target: error
1779449187.446319 adding term xterm-256color
1779449187.446466 adding terminal features clipboard:ccolour:cstyle:focus:title
1779449187.446468 adding terminal feature: clipboard
1779449187.446470 adding terminal feature: ccolour
1779449187.446472 adding terminal feature: cstyle
1779449187.446473 adding terminal feature: focus
1779449187.446475 adding terminal feature: title
1779449187.446480 SIXEL flag is 0
1779449187.446481 RGBCOLOURS flag is 0
1779449187.446483 DECSLRM flag is 0
1779449187.446485 DECFRA flag is 0
1779449187.446486 NOAM flag is 0
1779449187.446488 adding terminal features bpaste,focus,title
1779449187.446489 adding terminal feature: bpaste
1779449187.446491 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1779449187.446493 applying terminal feature: bpaste
1779449187.446495 adding capability: Enbp=\\E[?2004h
1779449187.446497 adding capability: Dsbp=\\E[?2004l
1779449187.446499 applying terminal feature: ccolour
1779449187.446501 adding capability: Cs=\\E]12;%p1%s\\a
1779449187.446503 adding capability: Cr=\\E]112\\a
1779449187.446506 applying terminal feature: clipboard
1779449187.446507 adding capability: Ms=\\E]52;%p1%s;%p2%s\\a
1779449187.446509 applying terminal feature: cstyle
1779449187.446511 adding capability: Ss=\\E[%p1%d q
1779449187.446513 adding capability: Se=\\E[2 q
1779449187.446515 applying terminal feature: focus
1779449187.446517 adding capability: Enfcs=\\E[?1004h
1779449187.446519 adding capability: Dsfcs=\\E[?1004l
1779449187.446521 applying terminal feature: title
1779449187.446523 adding capability: tsl=\\E]0;
1779449187.446525 adding capability: fsl=\\a
1779449187.446527 SIXEL flag is 0
1779449187.446529 RGBCOLOURS flag is 0
1779449187.446530 DECSLRM flag is 0
1779449187.446532 DECFRA flag is 0
1779449187.446533 NOAM flag is 0
1779449187.446535 xterm-256color   0: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1779449187.446537 xterm-256color   1: am: (flag) true
1779449187.446539 xterm-256color   2: AX: (flag) true
1779449187.446541 xterm-256color   3: bce: (flag) true
1779449187.446542 xterm-256color   4: bel: (string) \\a
1779449187.446544 xterm-256color   5: Bidi: [missing]
1779449187.446550 xterm-256color   6: blink: (string) \\033[5m
1779449187.446552 xterm-256color   7: bold: (string) \\033[1m
1779449187.446553 xterm-256color   8: civis: (string) \\033[?25l
1779449187.446555 xterm-256color   9: clear: (string) \\033[H\\033[2J
1779449187.446557 xterm-256color  10: Clmg: [missing]
1779449187.446559 xterm-256color  11: Cmg: [missing]
1779449187.446560 xterm-256color  12: cnorm: (string) \\033[?12l\\033[?25h
1779449187.446562 xterm-256color  13: colors: (number) 256
1779449187.446564 xterm-256color  14: Cr: (string) \\033]112\\a
1779449187.446566 xterm-256color  15: Cs: (string) \\033]12;%p1%s\\a
1779449187.446567 xterm-256color  16: csr: (string) \\033[%i%p1%d;%p2%dr
1779449187.446569 xterm-256color  17: cub: (string) \\033[%p1%dD
1779449187.446571 xterm-256color  18: cub1: (string) \\b
1779449187.446573 xterm-256color  19: cud: (string) \\033[%p1%dB
1779449187.446574 xterm-256color  20: cud1: (string) \\n
1779449187.446576 xterm-256color  21: cuf: (string) \\033[%p1%dC
1779449187.446578 xterm-256color  22: cuf1: (string) \\033[C
1779449187.446579 xterm-256color  23: cup: (string) \\033[%i%p1%d;%p2%dH
1779449187.446581 xterm-256color  24: cuu: (string) \\033[%p1%dA
1779449187.446583 xterm-256color  25: cuu1: (string) \\033[A
1779449187.446585 xterm-256color  26: cvvis: (string) \\033[?12;25h
1779449187.446586 xterm-256color  27: dch: (string) \\033[%p1%dP
1779449187.446588 xterm-256color  28: dch1: (string) \\033[P
1779449187.446590 xterm-256color  29: dim: (string) \\033[2m
1779449187.446591 xterm-256color  30: dl: (string) \\033[%p1%dM
1779449187.446593 xterm-256color  31: dl1: (string) \\033[M
1779449187.446595 xterm-256color  32: Dsbp: (string) \\033[?2004l
1779449187.446597 xterm-256color  33: Dseks: [missing]
1779449187.446598 xterm-256color  34: Dsfcs: (string) \\033[?1004l
1779449187.446600 xterm-256color  35: Dsmg: [missing]
1779449187.446602 xterm-256color  36: E3: (string) \\033[3J
1779449187.446603 xterm-256color  37: ech: (string) \\033[%p1%dX
1779449187.446605 xterm-256color  38: ed: (string) \\033[J
1779449187.446607 xterm-256color  39: el: (string) \\033[K
1779449187.446608 xterm-256color  40: el1: (string) \\033[1K
1779449187.446610 xterm-256color  41: enacs: [missing]
1779449187.446612 xterm-256color  42: Enbp: (string) \\033[?2004h
1779449187.446613 xterm-256color  43: Eneks: [missing]
1779449187.446615 xterm-256color  44: Enfcs: (string) \\033[?1004h
1779449187.446617 xterm-256color  45: Enmg: [missing]
1779449187.446618 xterm-256color  46: fsl: (string) \\a
1779449187.446620 xterm-256color  47: Hls: [missing]
1779449187.446622 xterm-256color  48: home: (string) \\033[H
1779449187.446623 xterm-256color  49: hpa: (string) \\033[%i%p1%dG
1779449187.446625 xterm-256color  50: ich: (string) \\033[%p1%d@
1779449187.446627 xterm-256color  51: ich1: [missing]
1779449187.446628 xterm-256color  52: il: (string) \\033[%p1%dL
1779449187.446630 xterm-256color  53: il1: (string) \\033[L
1779449187.446632 xterm-256color  54: indn: (string) \\033[%p1%dS
1779449187.446633 xterm-256color  55: invis: (string) \\033[8m
1779449187.446635 xterm-256color  56: kcbt: (string) \\033[Z
1779449187.446637 xterm-256color  57: kcub1: (string) \\033OD
1779449187.446638 xterm-256color  58: kcud1: (string) \\033OB
1779449187.446640 xterm-256color  59: kcuf1: (string) \\033OC
1779449187.446642 xterm-256color  60: kcuu1: (string) \\033OA
1779449187.446643 xterm-256color  61: kDC: (string) \\033[3;2~
1779449187.446645 xterm-256color  62: kDC3: (string) \\033[3;3~
1779449187.446647 xterm-256color  63: kDC4: (string) \\033[3;4~
1779449187.446649 xterm-256color  64: kDC5: (string) \\033[3;5~
1779449187.446650 xterm-256color  65: kDC6: (string) \\033[3;6~
1779449187.446652 xterm-256color  66: kDC7: (string) \\033[3;7~
1779449187.446654 xterm-256color  67: kdch1: (string) \\033[3~
1779449187.446655 xterm-256color  68: kDN: (string) \\033[1;2B
1779449187.446657 xterm-256color  69: kDN3: (string) \\033[1;3B
1779449187.446659 xterm-256color  70: kDN4: (string) \\033[1;4B
1779449187.446664 xterm-256color  71: kDN5: (string) \\033[1;5B
1779449187.446665 xterm-256color  72: kDN6: (string) \\033[1;6B
1779449187.446667 xterm-256color  73: kDN7: (string) \\033[1;7B
1779449187.446669 xterm-256color  74: kend: (string) \\033OF
1779449187.446670 xterm-256color  75: kEND: (string) \\033[1;2F
1779449187.446672 xterm-256color  76: kEND3: (string) \\033[1;3F
1779449187.446674 xterm-256color  77: kEND4: (string) \\033[1;4F
1779449187.446675 xterm-256color  78: kEND5: (string) \\033[1;5F
1779449187.446677 xterm-256color  79: kEND6: (string) \\033[1;6F
1779449187.446679 xterm-256color  80: kEND7: (string) \\033[1;7F
1779449187.446680 xterm-256color  81: kf1: (string) \\033OP
1779449187.446682 xterm-256color  82: kf10: (string) \\033[21~
1779449187.446684 xterm-256color  83: kf11: (string) \\033[23~
1779449187.446685 xterm-256color  84: kf12: (string) \\033[24~
1779449187.446687 xterm-256color  85: kf13: (string) \\033[1;2P
1779449187.446689 xterm-256color  86: kf14: (string) \\033[1;2Q
1779449187.446690 xterm-256color  87: kf15: (string) \\033[1;2R
1779449187.446692 xterm-256color  88: kf16: (string) \\033[1;2S
1779449187.446694 xterm-256color  89: kf17: (string) \\033[15;2~
1779449187.446695 xterm-256color  90: kf18: (string) \\033[17;2~
1779449187.446697 xterm-256color  91: kf19: (string) \\033[18;2~
1779449187.446699 xterm-256color  92: kf2: (string) \\033OQ
1779449187.446701 xterm-256color  93: kf20: (string) \\033[19;2~
1779449187.446702 xterm-256color  94: kf21: (string) \\033[20;2~
1779449187.446704 xterm-256color  95: kf22: (string) \\033[21;2~
1779449187.446706 xterm-256color  96: kf23: (string) \\033[23;2~
1779449187.446707 xterm-256color  97: kf24: (string) \\033[24;2~
1779449187.446709 xterm-256color  98: kf25: (string) \\033[1;5P
1779449187.446711 xterm-256color  99: kf26: (string) \\033[1;5Q
1779449187.446712 xterm-256color 100: kf27: (string) \\033[1;5R
1779449187.446714 xterm-256color 101: kf28: (string) \\033[1;5S
1779449187.446716 xterm-256color 102: kf29: (string) \\033[15;5~
1779449187.446717 xterm-256color 103: kf3: (string) \\033OR
1779449187.446719 xterm-256color 104: kf30: (string) \\033[17;5~
1779449187.446721 xterm-256color 105: kf31: (string) \\033[18;5~
1779449187.446722 xterm-256color 106: kf32: (string) \\033[19;5~
1779449187.446724 xterm-256color 107: kf33: (string) \\033[20;5~
1779449187.446726 xterm-256color 108: kf34: (string) \\033[21;5~
1779449187.446727 xterm-256color 109: kf35: (string) \\033[23;5~
1779449187.446729 xterm-256color 110: kf36: (string) \\033[24;5~
1779449187.446731 xterm-256color 111: kf37: (string) \\033[1;6P
